invoice_date,client_id,products,total_amount,invoice_number
"43498,6513888889",386,"[{'product_id': 1947, 'quantity': 2, 'price': 8.37}, {'product_id': 571, 'quantity': 1, 'price': 17.74}, {'product_id': 99, 'quantity': 2, 'price': 76.57}]","187,62",FAC/2019/0073
"43498,6868055556",631,"[{'product_id': 1947, 'quantity': 3, 'price': 8.37}, {'product_id': 554, 'quantity': 4, 'price': 45.85}]","208,51",FAC/2019/0074
"43499,3659722222",296,"[{'product_id': 800, 'quantity': 3, 'price': 70.61}, {'product_id': 614, 'quantity': 1, 'price': 348.72}, {'product_id': 271, 'quantity': 3, 'price': 442.59}, {'product_id': 768, 'quantity': 1, 'price': 805.98}]","2694,3",FAC/2019/0075
"43499,5979166667",432,"[{'product_id': 1965, 'quantity': 2, 'price': 31.76}, {'product_id': 709, 'quantity': 2, 'price': 14.68}, {'product_id': 674, 'quantity': 2, 'price': 7.55}, {'product_id': 726, 'quantity': 4, 'price': 392.53}]","1678,1",FAC/2019/0076
"43501,8548611111",205,"[{'product_id': 1826, 'quantity': 3, 'price': 12.33}, {'product_id': 1169, 'quantity': 3, 'price': 28.73}, {'product_id': 309, 'quantity': 3, 'price': 23.9}]","194,88",FAC/2019/0077
"43501,88125",813,"[{'product_id': 690, 'quantity': 3, 'price': 12.45}, {'product_id': 227, 'quantity': 3, 'price': 92.43}, {'product_id': 715, 'quantity': 3, 'price': 76.82}, {'product_id': 805, 'quantity': 2, 'price': 287.28}]","1119,66",FAC/2019/0078
"43503,2173611111",748,"[{'product_id': 92, 'quantity': 2, 'price': 72.93}]","145,86",FAC/2019/0079
"43503,4493055556",841,"[{'product_id': 1260, 'quantity': 3, 'price': 46.77}, {'product_id': 423, 'quantity': 4, 'price': 41.91}]","307,95",FAC/2019/0080
"43504,5229166667",158,"[{'product_id': 1182, 'quantity': 4, 'price': 7.24}, {'product_id': 395, 'quantity': 2, 'price': 13.02}, {'product_id': 944, 'quantity': 1, 'price': 178.86}]","233,86",FAC/2019/0081
"43504,5493055556",314,"[{'product_id': 1980, 'quantity': 4, 'price': 9.96}, {'product_id': 1356, 'quantity': 1, 'price': 0.1}, {'product_id': 1996, 'quantity': 4, 'price': 54.77}]","259,02",FAC/2019/0082
"43504,6784722222",375,"[{'product_id': 108, 'quantity': 1, 'price': 5.88}, {'product_id': 490, 'quantity': 1, 'price': 90.39}, {'product_id': 257, 'quantity': 1, 'price': 15.49}, {'product_id': 1346, 'quantity': 2, 'price': 85.41}, {'product_id': 270, 'quantity': 2, 'price': 26.45}]","335,48",FAC/2019/0083
"43505,83125",140,"[{'product_id': 1908, 'quantity': 2, 'price': 4.41}, {'product_id': 1204, 'quantity': 3, 'price': 2.08}]","15,06",FAC/2019/0084
"43505,9826388889",566,"[{'product_id': 1398, 'quantity': 1, 'price': 203.72}]","203,72",FAC/2019/0085
"43506,2333333333",593,"[{'product_id': 453, 'quantity': 2, 'price': 482.62}, {'product_id': 842, 'quantity': 3, 'price': 127.34}, {'product_id': 1951, 'quantity': 1, 'price': 36.55}, {'product_id': 387, 'quantity': 2, 'price': 3.83}, {'product_id': 512, 'quantity': 3, 'price': 32.17}]","1487,98",FAC/2019/0086
"43507,5777777778",229,"[{'product_id': 104, 'quantity': 3, 'price': 16.88}]","50,64",FAC/2019/0087
"43507,9520833333",627,"[{'product_id': 1213, 'quantity': 3, 'price': 496.2}, {'product_id': 985, 'quantity': 2, 'price': 519.67}]","2527,94",FAC/2019/0088
"43508,0548611111",181,"[{'product_id': 1345, 'quantity': 1, 'price': 25.01}, {'product_id': 714, 'quantity': 4, 'price': 22.6}, {'product_id': 554, 'quantity': 4, 'price': 45.85}, {'product_id': 783, 'quantity': 3, 'price': 12.53}]","336,4",FAC/2019/0089
"43508,1263888889",324,"[{'product_id': 956, 'quantity': 4, 'price': 10.56}, {'product_id': 1783, 'quantity': 4, 'price': 12.72}, {'product_id': 641, 'quantity': 1, 'price': 17.54}]","110,66",FAC/2019/0090
"43508,5236111111",253,"[{'product_id': 282, 'quantity': 3, 'price': 11.21}]","33,63",FAC/2019/0091
"43509,5354166667",174,"[{'product_id': 566, 'quantity': 1, 'price': 626.86}]","626,86",FAC/2019/0092
"43509,6555555556",194,"[{'product_id': 1999, 'quantity': 3, 'price': 1011.5}]","3034,5",FAC/2019/0093
"43510,5590277778",486,"[{'product_id': 1121, 'quantity': 4, 'price': 0.1}, {'product_id': 1108, 'quantity': 2, 'price': 375.39}, {'product_id': 816, 'quantity': 1, 'price': 162.26}]","913,44",FAC/2019/0094
"43510,9506944445",32,"[{'product_id': 880, 'quantity': 3, 'price': 556.82}, {'product_id': 1293, 'quantity': 3, 'price': 47.88}, {'product_id': 270, 'quantity': 3, 'price': 26.45}, {'product_id': 1624, 'quantity': 3, 'price': 25.46}]","1969,83",FAC/2019/0095
"43511,4388888889",194,"[{'product_id': 793, 'quantity': 1, 'price': 31.21}, {'product_id': 1480, 'quantity': 1, 'price': 57.9}, {'product_id': 1071, 'quantity': 4, 'price': 38.41}, {'product_id': 1691, 'quantity': 2, 'price': 329.74}]","902,23",FAC/2019/0096
"43511,4826388889",410,"[{'product_id': 504, 'quantity': 3, 'price': 8.49}, {'product_id': 168, 'quantity': 1, 'price': 0.1}, {'product_id': 359, 'quantity': 3, 'price': 33.88}, {'product_id': 1836, 'quantity': 1, 'price': 104.57}, {'product_id': 1147, 'quantity': 3, 'price': 1038.11}]","3346,11",FAC/2019/0097
"43511,5673611111",316,"[{'product_id': 1246, 'quantity': 4, 'price': 49.52}, {'product_id': 410, 'quantity': 2, 'price': 0.1}]","198,28",FAC/2019/0098
"43511,8256944444",881,"[{'product_id': 943, 'quantity': 3, 'price': 64.47}]","193,41",FAC/2019/0099
"43512,3069444444",369,"[{'product_id': 820, 'quantity': 1, 'price': 0.1}, {'product_id': 1674, 'quantity': 2, 'price': 88.26}]","176,62",FAC/2019/0100
"43512,8194444444",883,"[{'product_id': 804, 'quantity': 4, 'price': 68.92}, {'product_id': 1679, 'quantity': 4, 'price': 58.36}, {'product_id': 1908, 'quantity': 4, 'price': 4.41}]","526,76",FAC/2019/0101
"43512,8770833333",531,"[{'product_id': 1096, 'quantity': 2, 'price': 76.95}, {'product_id': 1112, 'quantity': 3, 'price': 8.48}, {'product_id': 1851, 'quantity': 1, 'price': 41.01}]","220,35",FAC/2019/0102
"43513,6520833333",16,"[{'product_id': 67, 'quantity': 3, 'price': 32.22}, {'product_id': 1291, 'quantity': 3, 'price': 11.35}]","130,71",FAC/2019/0103
"43513,9451388889",949,"[{'product_id': 1893, 'quantity': 3, 'price': 71.81}, {'product_id': 956, 'quantity': 2, 'price': 10.56}]","236,55",FAC/2019/0104
"43514,8069444444",280,"[{'product_id': 1738, 'quantity': 4, 'price': 359.9}, {'product_id': 1399, 'quantity': 3, 'price': 10.58}, {'product_id': 1537, 'quantity': 2, 'price': 14.52}, {'product_id': 1858, 'quantity': 2, 'price': 7.15}]","1514,68",FAC/2019/0105
"43514,8166666667",646,"[{'product_id': 544, 'quantity': 2, 'price': 57.48}]","114,96",FAC/2019/0106
"43515,6166666667",128,"[{'product_id': 1576, 'quantity': 4, 'price': 11.71}, {'product_id': 1543, 'quantity': 4, 'price': 39.77}]","205,92",FAC/2019/0107
"43515,7361111111",980,"[{'product_id': 803, 'quantity': 1, 'price': 67.65}, {'product_id': 1118, 'quantity': 4, 'price': 43.13}, {'product_id': 241, 'quantity': 3, 'price': 18.05}, {'product_id': 462, 'quantity': 1, 'price': 14.79}, {'product_id': 1884, 'quantity': 2, 'price': 30.54}]","370,19",FAC/2019/0108
"43515,9152777778",536,"[{'product_id': 1138, 'quantity': 4, 'price': 32.74}, {'product_id': 729, 'quantity': 3, 'price': 20.21}]","191,59",FAC/2019/0109
"43516,2291666667",600,"[{'product_id': 1219, 'quantity': 1, 'price': 1.33}, {'product_id': 1875, 'quantity': 2, 'price': 118.26}, {'product_id': 1023, 'quantity': 4, 'price': 395.75}]","1820,85",FAC/2019/0110
"43516,3680555556",82,"[{'product_id': 1663, 'quantity': 2, 'price': 11.16}, {'product_id': 1725, 'quantity': 2, 'price': 64.42}, {'product_id': 1448, 'quantity': 1, 'price': 249.02}, {'product_id': 133, 'quantity': 3, 'price': 519.11}, {'product_id': 62, 'quantity': 4, 'price': 30.39}]","2079,07",FAC/2019/0111
"43517,0444444444",488,"[{'product_id': 1031, 'quantity': 1, 'price': 31.74}, {'product_id': 647, 'quantity': 4, 'price': 431.78}, {'product_id': 617, 'quantity': 1, 'price': 28.33}, {'product_id': 383, 'quantity': 1, 'price': 183.07}, {'product_id': 205, 'quantity': 4, 'price': 176.72}]","2677,14",FAC/2019/0112
"43517,6625",736,"[{'product_id': 1303, 'quantity': 3, 'price': 8.94}]","26,82",FAC/2019/0113
"43517,79375",461,"[{'product_id': 955, 'quantity': 1, 'price': 14.03}, {'product_id': 130, 'quantity': 4, 'price': 58.35}, {'product_id': 1569, 'quantity': 2, 'price': 93.66}, {'product_id': 1295, 'quantity': 4, 'price': 48.4}, {'product_id': 696, 'quantity': 2, 'price': 55.79}]","739,93",FAC/2019/0114
"43517,8854166667",941,"[{'product_id': 629, 'quantity': 1, 'price': 8.27}, {'product_id': 1167, 'quantity': 3, 'price': 40.35}, {'product_id': 1988, 'quantity': 2, 'price': 77.55}, {'product_id': 1337, 'quantity': 3, 'price': 6.06}, {'product_id': 1438, 'quantity': 3, 'price': 16.58}]","352,34",FAC/2019/0115
"43517,9256944444",227,"[{'product_id': 1564, 'quantity': 3, 'price': 83.26}]","249,78",FAC/2019/0116
"43517,9826388889",711,"[{'product_id': 300, 'quantity': 1, 'price': 91.47}]","91,47",FAC/2019/0117
"43518,1784722222",69,"[{'product_id': 1727, 'quantity': 3, 'price': 41.38}, {'product_id': 833, 'quantity': 3, 'price': 15.8}, {'product_id': 1633, 'quantity': 1, 'price': 45.23}, {'product_id': 625, 'quantity': 4, 'price': 156.4}, {'product_id': 597, 'quantity': 1, 'price': 0.1}]","842,47",FAC/2019/0118
"43518,2729166667",950,"[{'product_id': 129, 'quantity': 2, 'price': 14.3}, {'product_id': 427, 'quantity': 4, 'price': 9.04}]","64,76",FAC/2019/0119
"43518,5979166667",674,"[{'product_id': 536, 'quantity': 2, 'price': 347.26}, {'product_id': 893, 'quantity': 4, 'price': 6.78}, {'product_id': 206, 'quantity': 1, 'price': 202.81}, {'product_id': 742, 'quantity': 3, 'price': 4.74}, {'product_id': 524, 'quantity': 2, 'price': 18.34}]","975,35",FAC/2019/0120
"43518,7131944445",860,"[{'product_id': 1364, 'quantity': 1, 'price': 18.22}, {'product_id': 1962, 'quantity': 1, 'price': 39.89}]","58,11",FAC/2019/0121
"43518,8895833333",783,"[{'product_id': 1707, 'quantity': 4, 'price': 317.24}, {'product_id': 125, 'quantity': 2, 'price': 141.91}]","1552,78",FAC/2019/0122
"43519,2375",466,"[{'product_id': 841, 'quantity': 3, 'price': 187.67}, {'product_id': 641, 'quantity': 2, 'price': 17.54}, {'product_id': 449, 'quantity': 1, 'price': 475.89}, {'product_id': 478, 'quantity': 3, 'price': 290.07}]","1944,19",FAC/2019/0123
"43519,4291666667",914,"[{'product_id': 1403, 'quantity': 3, 'price': 17.94}, {'product_id': 1916, 'quantity': 1, 'price': 389.44}]","443,26",FAC/2019/0124
"43519,6763888889",235,"[{'product_id': 779, 'quantity': 2, 'price': 159.1}, {'product_id': 1130, 'quantity': 4, 'price': 380.29}, {'product_id': 1684, 'quantity': 2, 'price': 437.6}, {'product_id': 1737, 'quantity': 3, 'price': 33.13}]","2813,95",FAC/2019/0125
"43520,2472222222",542,"[{'product_id': 1823, 'quantity': 3, 'price': 13.94}, {'product_id': 1724, 'quantity': 3, 'price': 8.31}]","66,75",FAC/2019/0126
"43520,4388888889",770,"[{'product_id': 722, 'quantity': 2, 'price': 31.9}, {'product_id': 1912, 'quantity': 1, 'price': 592.92}, {'product_id': 1092, 'quantity': 3, 'price': 333.24}, {'product_id': 536, 'quantity': 3, 'price': 347.26}]","2698,22",FAC/2019/0127
"43520,8444444444",804,"[{'product_id': 1210, 'quantity': 1, 'price': 44.06}, {'product_id': 1662, 'quantity': 2, 'price': 9.72}, {'product_id': 1566, 'quantity': 1, 'price': 114.18}, {'product_id': 944, 'quantity': 1, 'price': 178.86}]","356,54",FAC/2019/0128
"43521,1583333333",60,"[{'product_id': 1287, 'quantity': 1, 'price': 7.84}, {'product_id': 573, 'quantity': 2, 'price': 39.18}, {'product_id': 1056, 'quantity': 2, 'price': 0.1}, {'product_id': 1850, 'quantity': 2, 'price': 516.29}]","1118,98",FAC/2019/0129
"43521,3034722222",92,"[{'product_id': 102, 'quantity': 2, 'price': 24.47}, {'product_id': 1412, 'quantity': 4, 'price': 7.95}, {'product_id': 979, 'quantity': 2, 'price': 111.59}, {'product_id': 120, 'quantity': 3, 'price': 473.54}]","1724,54",FAC/2019/0130
"43521,4583333333",626,"[{'product_id': 1265, 'quantity': 1, 'price': 47.3}, {'product_id': 49, 'quantity': 1, 'price': 87.64}, {'product_id': 1349, 'quantity': 1, 'price': 87.9}]","222,84",FAC/2019/0131
"43522,2118055556",68,"[{'product_id': 288, 'quantity': 1, 'price': 25.24}, {'product_id': 661, 'quantity': 2, 'price': 29.26}, {'product_id': 570, 'quantity': 3, 'price': 60.64}]","265,68",FAC/2019/0132
"43522,2493055556",386,"[{'product_id': 1709, 'quantity': 4, 'price': 277.62}]","1110,48",FAC/2019/0133
"43523,3159722222",562,"[{'product_id': 1866, 'quantity': 2, 'price': 146.69}]","293,38",FAC/2019/0134
"43523,3923611111",330,"[{'product_id': 1127, 'quantity': 3, 'price': 15.79}, {'product_id': 1402, 'quantity': 1, 'price': 20.16}, {'product_id': 781, 'quantity': 1, 'price': 416.18}, {'product_id': 437, 'quantity': 2, 'price': 19.22}, {'product_id': 1839, 'quantity': 3, 'price': 53.07}]","681,36",FAC/2019/0135
"43524,0597222222",758,"[{'product_id': 1829, 'quantity': 1, 'price': 91.62}]","91,62",FAC/2019/0136
"43524,4444444444",410,"[{'product_id': 247, 'quantity': 2, 'price': 205.45}, {'product_id': 1200, 'quantity': 3, 'price': 54.12}, {'product_id': 151, 'quantity': 4, 'price': 18.25}]","646,26",FAC/2019/0137
"43524,6173611111",349,"[{'product_id': 1872, 'quantity': 1, 'price': 70.07}, {'product_id': 148, 'quantity': 2, 'price': 49.59}]","169,25",FAC/2019/0138
"43524,7659722222",839,"[{'product_id': 1395, 'quantity': 3, 'price': 702.76}]","2108,28",FAC/2019/0139
"43525,1930555556",164,"[{'product_id': 704, 'quantity': 2, 'price': 189.9}]","379,8",FAC/2019/0140
"43525,4854166667",328,"[{'product_id': 495, 'quantity': 4, 'price': 41.52}, {'product_id': 771, 'quantity': 1, 'price': 155.48}, {'product_id': 44, 'quantity': 3, 'price': 34.2}, {'product_id': 613, 'quantity': 4, 'price': 219.24}]","1301,12",FAC/2019/0141
"43526,4680555556",831,"[{'product_id': 1781, 'quantity': 4, 'price': 23.75}]",95,FAC/2019/0142
"43526,9576388889",251,"[{'product_id': 799, 'quantity': 2, 'price': 10.4}]","20,8",FAC/2019/0143
"43527,8444444444",946,"[{'product_id': 1857, 'quantity': 2, 'price': 16.14}, {'product_id': 462, 'quantity': 2, 'price': 14.79}, {'product_id': 1402, 'quantity': 4, 'price': 20.16}, {'product_id': 3, 'quantity': 1, 'price': 26.64}, {'product_id': 1664, 'quantity': 4, 'price': 40.36}]","330,58",FAC/2019/0144
"43528,0416666667",77,"[{'product_id': 5, 'quantity': 1, 'price': 19.34}, {'product_id': 1830, 'quantity': 1, 'price': 116.55}, {'product_id': 1425, 'quantity': 4, 'price': 65.51}, {'product_id': 1620, 'quantity': 3, 'price': 6.32}]","416,89",FAC/2019/0145
"43528,25",428,"[{'product_id': 1506, 'quantity': 3, 'price': 162.14}, {'product_id': 1823, 'quantity': 2, 'price': 13.94}]","514,3",FAC/2019/0146
"43528,5076388889",272,"[{'product_id': 628, 'quantity': 1, 'price': 80.24}, {'product_id': 875, 'quantity': 2, 'price': 23.54}, {'product_id': 691, 'quantity': 2, 'price': 13.22}]","153,76",FAC/2019/0147
"43528,5854166667",856,"[{'product_id': 1893, 'quantity': 4, 'price': 71.81}, {'product_id': 772, 'quantity': 2, 'price': 225.91}, {'product_id': 1126, 'quantity': 2, 'price': 336.94}, {'product_id': 1990, 'quantity': 1, 'price': 395.49}, {'product_id': 1198, 'quantity': 3, 'price': 154.79}]","2272,8",FAC/2019/0148
"43528,6923611111",95,"[{'product_id': 1521, 'quantity': 1, 'price': 48.45}]","48,45",FAC/2019/0149
"43529,3034722222",627,"[{'product_id': 1287, 'quantity': 1, 'price': 7.84}, {'product_id': 1591, 'quantity': 4, 'price': 315.66}, {'product_id': 614, 'quantity': 4, 'price': 348.72}, {'product_id': 1117, 'quantity': 1, 'price': 7.2}]","2672,56",FAC/2019/0150
"43529,5263888889",188,"[{'product_id': 1701, 'quantity': 4, 'price': 7.25}, {'product_id': 909, 'quantity': 3, 'price': 46.25}, {'product_id': 511, 'quantity': 2, 'price': 74.06}, {'product_id': 1240, 'quantity': 2, 'price': 0.1}, {'product_id': 1793, 'quantity': 2, 'price': 64.94}]","445,95",FAC/2019/0151
"43529,5666666667",468,"[{'product_id': 971, 'quantity': 3, 'price': 10.64}, {'product_id': 92, 'quantity': 1, 'price': 72.93}]","104,85",FAC/2019/0152
"43529,6006944444",559,"[{'product_id': 1982, 'quantity': 4, 'price': 0.1}, {'product_id': 1041, 'quantity': 1, 'price': 50.04}]","50,44",FAC/2019/0153
"43530,2305555556",943,"[{'product_id': 1567, 'quantity': 2, 'price': 2.33}, {'product_id': 412, 'quantity': 4, 'price': 39.6}, {'product_id': 695, 'quantity': 3, 'price': 7.72}]","186,22",FAC/2019/0154
"43531,0222222222",627,"[{'product_id': 302, 'quantity': 4, 'price': 24.07}, {'product_id': 1309, 'quantity': 4, 'price': 47.2}]","285,08",FAC/2019/0155
"43531,1493055556",288,"[{'product_id': 1690, 'quantity': 2, 'price': 963.04}]","1926,08",FAC/2019/0156
"43531,1854166667",68,"[{'product_id': 1244, 'quantity': 2, 'price': 2.8}, {'product_id': 1696, 'quantity': 4, 'price': 125.47}]","507,48",FAC/2019/0157
"43531,8458333333",846,"[{'product_id': 1943, 'quantity': 1, 'price': 53.5}, {'product_id': 1750, 'quantity': 2, 'price': 34.43}]","122,36",FAC/2019/0158
"43532,1194444445",681,"[{'product_id': 1997, 'quantity': 4, 'price': 0.1}, {'product_id': 1894, 'quantity': 3, 'price': 119.1}, {'product_id': 273, 'quantity': 1, 'price': 796.22}, {'product_id': 911, 'quantity': 2, 'price': 0.63}]","1155,18",FAC/2019/0159
"43532,1368055556",372,"[{'product_id': 749, 'quantity': 2, 'price': 12.85}, {'product_id': 747, 'quantity': 4, 'price': 355.93}, {'product_id': 1115, 'quantity': 3, 'price': 11.49}, {'product_id': 182, 'quantity': 1, 'price': 14.7}, {'product_id': 1400, 'quantity': 2, 'price': 23.65}]","1545,89",FAC/2019/0160
"43532,1680555556",75,"[{'product_id': 1928, 'quantity': 3, 'price': 24.67}, {'product_id': 1735, 'quantity': 4, 'price': 15.73}, {'product_id': 1084, 'quantity': 4, 'price': 625.05}]","2637,13",FAC/2019/0161
"43532,4298611111",579,"[{'product_id': 1080, 'quantity': 4, 'price': 12.39}]","49,56",FAC/2019/0162
"43532,6916666667",272,"[{'product_id': 777, 'quantity': 1, 'price': 94.95}, {'product_id': 1111, 'quantity': 3, 'price': 35.41}]","201,18",FAC/2019/0163
"43532,8444444444",679,"[{'product_id': 179, 'quantity': 2, 'price': 102.0}, {'product_id': 521, 'quantity': 1, 'price': 13.9}, {'product_id': 1380, 'quantity': 3, 'price': 14.59}]","261,67",FAC/2019/0164
"43533,1048611111",150,"[{'product_id': 450, 'quantity': 1, 'price': 726.89}, {'product_id': 1481, 'quantity': 1, 'price': 35.16}, {'product_id': 1314, 'quantity': 1, 'price': 118.5}, {'product_id': 1806, 'quantity': 2, 'price': 28.7}, {'product_id': 1091, 'quantity': 3, 'price': 49.34}]","1085,97",FAC/2019/0165
"43533,6715277778",624,"[{'product_id': 383, 'quantity': 4, 'price': 183.07}]","732,28",FAC/2019/0166
"43534,0631944444",255,"[{'product_id': 871, 'quantity': 3, 'price': 36.89}, {'product_id': 552, 'quantity': 4, 'price': 470.39}, {'product_id': 416, 'quantity': 2, 'price': 19.54}, {'product_id': 1933, 'quantity': 3, 'price': 47.28}, {'product_id': 988, 'quantity': 2, 'price': 16.25}]","2205,65",FAC/2019/0167
"43534,1986111111",168,"[{'product_id': 37, 'quantity': 3, 'price': 29.81}, {'product_id': 886, 'quantity': 3, 'price': 9.27}]","117,24",FAC/2019/0168
"43534,43125",208,"[{'product_id': 824, 'quantity': 1, 'price': 201.5}]","201,5",FAC/2019/0169
"43534,5513888889",478,"[{'product_id': 286, 'quantity': 4, 'price': 391.02}, {'product_id': 1679, 'quantity': 1, 'price': 58.36}]","1622,44",FAC/2019/0170
"43534,8104166667",972,"[{'product_id': 688, 'quantity': 2, 'price': 10.85}, {'product_id': 1926, 'quantity': 4, 'price': 429.58}, {'product_id': 1314, 'quantity': 3, 'price': 118.5}, {'product_id': 1899, 'quantity': 3, 'price': 108.68}, {'product_id': 1152, 'quantity': 2, 'price': 0.1}]","2421,76",FAC/2019/0171
"43535,4423611111",50,"[{'product_id': 1315, 'quantity': 1, 'price': 26.2}, {'product_id': 888, 'quantity': 1, 'price': 333.65}, {'product_id': 248, 'quantity': 3, 'price': 70.99}, {'product_id': 540, 'quantity': 1, 'price': 63.75}, {'product_id': 888, 'quantity': 2, 'price': 333.65}]","1303,87",FAC/2019/0172
